Ойжеф	József/R
Олдраш	András/R
Олекса	Aleksza/R
Олександр	Sándor/R
Олийош	Alajos;Lajos/R
Олоис	Alois;Alajos;Lajos/R
Олоиш	Alois;Alajos;Lajos/R
Олойш	Alois;Alajos;Lajos/R
Олоуш	Alajos;Lajos/R
Олуюш	Alajos;Lajos/R
Ольга	Olga/R
Ольдар	Aladár/R
Омдраш	András/R
Омре	Imre/R
Омтол	Antal/R
Ондра	András/R
Ондран	András/R
Ондрат	András/R
Ондрашне	Andrásné/R
Ондрашны	Andrásné/R
Ондрашт	András/R
Ондреаш	András/R
Ондреш	András/R
Ондриас	András/R
Ондриаш	András/R
Ондрраш	András/R
Ондруш	András/R
Ондрыш	András/R
Ондряш	András/R
Онна	Anna/R
Онно	Anna/R
Онораш	András/R
Онраш	András/R
Онто	Antal;Ottó/R
Онтолл	Antal/R
Онтол-Януш	Antal-János/R
Онураш	András/R
Оозеф	József/R
Опдраш	András/R
Оптал	Antal/R
Оптол	Antal/R
Оржибет	Erzsébet;Örzsébet/R
Орпад	Árpád/R
Орпат	Árpád/R
Орпод	Árpád/R
Осип	József/R
Отилия	Otília;Ottilia/R
Отиля	Otília;Ottilia/R
Отта	Ottó/R
Оттол	Antal;Ottó/R
Охтол	Antal/R
Оштван	István/R
Павель	Pavel;Pál/R
Павен	Pavel;Pál/R
Павил	Pavel;Pál/R
Павл	Paul;Pável;Pál/R
Павла	Pavel;Pál/R
Павле	Pavel;Pál/R
Павлл	Pavel;Pál/R
Павло	Pavlo;Pál/R
Павлов	Pavlov;Pál/R
Павль	Pavel;Pál/R
Паг	Pál/R
Пай	Pál/R
Пайль	Pál/R
Пайтер	Péter/R
Пак	Pál/R
Пал	Pál/R
Пала	Pál/R
Пал-Вендел	Pál-Vendel/R
Пале	Pál/R
Пали	Pál/R
Палинд	Bálint/R
Палинт	Bálint/R
Пал-Иозеф	Pál-József/R
Пал-Иштван	Pál-István/R
Палл	Pál/R
Пал-Ласло	Pál-László/R
Паллни	Pállné/R
Палне	Pálné/R
Палней	Pálné/R
Палны	Pálné/R
Пало	Pál/R
Пал-Петер	Pál-Péter/R
Палт	Pál/R
Пал Ференц	Pál-Ferenc/R
Пал-Шандор	Pál-Sándor/R
Пальне	Pálné/R
Пан	Pál/R
Паол	Pál/R
Пап	Pap;Papp/R
Пап Имре	Pap Imre;Papp Imre/R
Пасло	László/R
Пат	Pál/R
Паул	Paul;Pál/R
Паула	Paula/R
Паулина	Paulina/R
Пауло	Pál/R
Пауль	Paul;Pál/R
Пах	Pál/R
Певел	Pavel;Pál/R
Пеитэр	Péter/R
Пел	Pál/R
Пелтер	Péter/R
Перенс	Ferenc/R
Пертолон	Bertalan/R
Петерне	Péterné/R
Петерни	Péterné/R
Петерны	Péterné/R
Петеров	Péter/R
Петер Пал	Péter-Pál/R
Петер-Пал	Péter-Pál/R
Петер-Паль	Péter-Pál/R
Петер-Поль	Péter-Pál/R
Петер-Якоб	Péter-Jákob/R
Петр	Pjotr;Péter/R
Пётр	Pjotr;Péter/R
Петров	Péter/R
Петря	Péter/R
Петтер	Péter/R
Пиводор	Tivadar/R
Пиетер	Péter/R
Пиитер	Péter/R
Пийтер	Péter/R
Пинтер	Pintér/R
Пирожка	Piroska/R
Пирожко	Piroska/R
Пирошка	Piroska/R
Пирошко	Piroska/R
Питерне	Péterné/R
Питерны	Péterné/R
Питр	Pjotr;Petr;Péter/R
Питтер	Péter/R
Пишта	Pista;István/R
Поал	Pál/R
Повел	Pál;Pável/R
Повзеф	József/R
Повл	Pál/R
Пойтер	Péter/R
Полдижар	Boldizsár/R
Поло	Pál/R
Поол	Pál/R
Поп	Pap;Papp/R
Потор	Péter/R
Потр	Pjotr;Petr;Péter/R
Пэйтер	Péter/R
Пэйтэр	Péter/R
Пэл	Pál/R
Равкуш	Rókus/R
Раза	Róza/R
Разалия	Rozália/R
Разолия	Rozália/R
Раукуш	Rókus/R
Рац	Rácz;Rátz/R
Ребека	Rebeka/R
Регино	Regina/R
Режев	Rezső/R
Режеу	Rezső/R
Режею	Rezső/R
Режив	Rezső/R
Режий	Rezső/R
Режио	Rezső/R
Режиу	Rezső/R
Режов	Rezső/R
Режуй	Rezső/R
Рейзо	Rezső/R
Рожа	Rózsa/R
Роза	Róza/R
Розали	Rozália/R
Розалиа	Rozália/R
Розалина	Rozália/R
Розалио	Rozália/R
Розалия	Rozália/R
Розалья	Rozália/R
Розилия	Rozália/R
Розина	Rozina/R
Розо	Róza/R
Розолия	Rozália/R
Роукош	Rókus/R
Роукуш	Rókus/R
Рудалеф	Rudolf/R
Ружо	Rózsa/R
Рузалия	Rozália/R
Рузалье	Rozália/R
Рузо	Róza/R
рядовой	harcos;közkatona/R
Саас-Иштван	Szász István/R
Сабастьян	Szebasztián;Sebestyén/R
Сабестьян	Szebasztián;Sebestyén/R
Сабов	Szabó/R
Сабо-Ласло	Szabó László/R
Сабоу	Szabó/R
Савастьян	Szebasztián;Sebestyén/R
Савостьян	Szebasztián;Sebestyén/R
Салтан	Zoltán/R
Самоел	Sámuel/R
Самойл	Sámuel/R
Сандо	Sándor/R
Саносло	Szaniszló/R
Сара	Sára/R
Себасейян	Szebasztián;Sebestyén/R
Себастьян	Szebasztián;Sebestyén/R
Себестиян	Szebasztián;Sebestyén/R
Себестьян	Szebasztián;Sebestyén/R
Себостен	Szebasztián;Sebestyén/R
Себостьян	Szebasztián;Sebestyén/R
Себостян	Szebasztián;Sebestyén/R
Севастьян	Szebasztián;Sebestyén/R
Севастян	Szebasztián;Sebestyén/R
Севостьян	Szebasztián;Sebestyén/R
Селиверст	Szilveszter/R
Селиверстр	Szilveszter/R
Сельвестор	Szilveszter/R
Сибостян	Szebasztián;Sebestyén/R
Сивостьян	Szebasztián;Sebestyén/R
Сигизмонд	Szigizmund; Sigismund;Zsigmond/R
Сигизмунд	Szigizmund; Sigismund;Zsigmond/R
Сигисмунд	Szigizmund; Sigismund;Zsigmond/R
Сигмонд	Zsigmond/R
Сигмунд	Zsigmond/R
Сигмунт	Zsigmond/R
Сидовина	Szidónia/R
Сидония	Szidónia/R
Сикмунд	Zsigmond/R
Сикмунт	Zsigmond/R
Силаги	Szilágyi/R
Силади	Szilágyi/R
Силлярд	Szilárd/R
Сильвия	Szilvia/R
Сильворстен	Szilveszter/R
Солдан	Zoltán/R
солдат	közkatona;honvéd/R
Солитан	Zoltán/R
Солтан	Zoltán/R
Солтон	Zoltán/R
Сольтан	Zoltán/R
София	Szófia/R
Степа	István/R
Степан	Sztyepan;István/R
Степан-Иштван	Sztyepan-István/R
Степанов	Sztyepan;István/R
Степон	Sztyepan;István/R
Стефан	Sztyepan;István/R
Стефанов	István/R
Стефанс	István/R
Стипан	Sztyepan;István/R
Стофан	István/R
Сужеф	József/R
Сузана	Zsuzsanna/R
Сузанна	Zsuzsanna/R
Султан	Zoltán/R
Султон	Zoltán/R
Сультан	Zoltán/R
Сусана	Zsuzsanna/R
Сусанна	Zsuzsanna/R
Сюч	Szűcs/R
Табияс	Tóbiás/R
Тавадор	Tivadar/R
Таводор	Tivadar/R
Талман	Kálmán/R
Тандор	Sándor/R
Тарезия	Terézia/R
Таризия	Terézia/R
Татар	Tatár/R
Терез	Teréz/R
Тереза	Teresa;Teréz/R
Терези	Terézia/R
Терезия	Terézia;Teréz/R
Тереиз	Teréz/R
Терейз	Teréz/R
Терейс	Teréz/R
Тереса	Tereza;Terézia/R
Терзия	Terézia/R
Териза	Terézia/R
Теризия	Terézia/R
Терыз	Teréz/R
Терыс	Teréz/R
Тивадор-Иштван	Tivadar-István/R
Тивдор	Tivadar/R
Тивидор	Tivadar/R
Тивода	Tivadar/R
Тивород	Tivadar/R
Тигай	Mihály/R
Тиреза	Terézia/R
Тобаш	Tóbiás/R
Тобияс	Tóbiás/R
Тобияш	Tóbiás/R
Товт	Tót;Tóth/R
Токач	Takács/R
Томашне	Tamásné/R
Томашны	Tamásné/R
Тому	Tamás/R
Тот	Tót;Tóth/R
Тоут	Tót;Tóth/R
Тюля	Gyula/R
Тюула	Gyula/R
Уанош	János/R
Ульяна	Uljana/R
Умре	Imre/R
Уожеф	József/R
Уозеф	József/R
Уштван	István/R
Фабиал	Fábián/R
Фабиян	Fábián/R
Фабьян	Fábián/R
Фабян	Fábián/R
Фавиян	Fábián/R
Фалуши	Falusi/R
Фарянц	Ferenc/R
Федор	Fjodor/R
Фейликс	Félix/R
Феликс	Felix;Félix/R
Фелис	Félix/R
Фененс	Ferenc/R
Фенерец	Ferenc/R
Фер	Feri;Ferenc/R
Ферансне	Ferencné/R
Ферденанд	Ferdinánd/R
Ферденант	Ferdinánd/R
Фердинанд-Нандор	Ferdinánd-Nándor/R
Фердинанд-Оскар	Ferdinánd-Oszkár/R
Фердинот	Ferdinánd/R
Фереж	Ferenc/R
Ферейс	Ferenc/R
Ферекс	Ferenc/R
Ферендс	Ferenc/R
Ференене	Ferencné/R
Ференес	Ferenc/R
Ференс	Ferenc/R
Ференсне	Ferenc/R
Ференсней	Ferencné/R
Ференсни	Ferencné/R
Ференсны	Ferencné/R
Ференст	Ferenc/R
Ференц	Ferenc/R
Ференц-Геза	Ferenc-Géza/R
Ференц-Иозеф	Ferenc-Jószef/R
Ференц-Франц	Ferenc/R
Ференц-Шандор	Ferenc-Sándor/R
Ференя	Ferenc/R
Ферес	Ferenc/R
Феретс	Ferenc/R
Фереш	Ferenc/R
Ферещ	Ferenc/R
Ферин	Ferenc/R
Фериц	Ferenc/R
Фернс	Ferenc/R
Феронс	Ferenc/R
Филикс	Félix/R
Фильмош	Vilmos/R
Флариан	Flórián/R
Фларион	Flórián/R
Флора	Flóra/R
Флоре	Flóra/R
Флоренц	Ferenc/R
Флориа	Flóra/R
Флориант	Flórián/R
Флориен	Flórián/R
Флория	Flórián/R
Флориян	Flórián/R
Флорьян	Flórián/R
Флоря	Flóra/R
Флорян	Flórián/R
Флоуриян	Flórián/R
Флуриян	Flórián/R
Флурьян	Flórián/R
Флурян	Flórián/R
Флюриян	Flórián/R
Фобиян	Fábián/R
Форанц	Ferenc/R
Форенс	Ferenc/R
Форонц	Ferenc/R
Франс	Franz;Ferenc/R
Франтишек	František;Ferenc/R
Франц	Franz;Ferenc/R
Францис	Ferenc/R
Франциск	Franzisk;Franciska/R
Франциска	Franciska/R
Франциско	Franzisk;Franz;Ferenc/R
Францишка	Franciska/R
Францишко	Franciska/R
Франческ	Franzisk;Franz;Ferenc/R
Франчиск	Franzisk;Francesco/R
Френс	Ferenc/R
Фрида	Frida/R
Фриднеш	Frigyes/R
Фридош	Frigyes/R
Фридрих	Friedrich;Frederik/R
Фридяш	Frigyes/R
Фринц	Ferenc/R
Фриц	Fritz;Ferenc/R
Фролиян	Flórián/R
Фронц	Ferenc/R
Фрюллан	Flórián/R
Фюлепп	Fülöp/R
Хайнрик	Henrik;Heinrich/R
Хайнрих	Henrik;Heinrich/R
Ханс	Hans/R
Хедвиг	Hedvig/R
Хейнрих	Henrik;Heinrich/R
Хермина	Hermina/R
Херних	Henrik;Heinrich/R
Херных	Henrik;Heinrich/R
Хилда	Hilda/R
Хозеф	József/R
Хорвот	Horvát;Horváth/R
Христина	Krisztina/R
Цецилия	Cecília/R
Цицилия	Cecília/R
Цолтан	Zoltán/R
Цольтан	Zoltán/R
Чандор	Sándor/R
Чула	Gyula/R
Шабаштин	Szebasztián;Sebestyén/R
Шабошдин	Szebasztián;Sebestyén/R
Шадор	Sándor/R
Шаиндор	Sándor/R
Шайдор	Sándor/R
Шайдур	Sándor/R
Шакарьяз	Zakariás/R
Шакдор	Sándor/R
Шалдор	Sándor/R
Шальдор	Sándor/R
Шамдор	Sándor/R
Шамель	Sámuel/R
Шамиель	Sámuel/R
Шамоел	Sámuel/R
Шамоель	Sámuel/R
Шамоэл	Sámuel/R
Шамцель	Sámuel/R
Шанго	Sándor/R
Шанд	Sándor/R
Шандир	Sándor/R
Шанднор	Sándor/R
Шандо	Sándor/R
Шандов	Sándor/R
Шандол	Sándor/R
Шандоль	Sándor/R
Шандон	Sándor/R
Шандоорне	Sándorné/R
Шандор	Sándor/R
Шандора	Sándor/R
Шандор-Адам	Sándor-Ádám/R
Шандор-Андраш	Sándor-András/R
Шандорвинце	Sándor Vince/R
Шандор-Дердь	Sándor-György/R
Шандор-Дюло	Sándor-Gyula/R
Шандор-И	Sándor/R
Шандор-Имре	Sándor-Imre/R
Шандор-Иожеф	Sándor-József/R
Шандор-Иштван	Sándor-István/R
Шандор Михай	Sándor Mihály/R
Шандорна	Sándorné/R
Шандорне	Sándorné/R
Шандорней	Sándorné/R
Шандорни	Sándorné/R
Шандорний	Sándorné/R
Шандорны	Sándorné/R
Шандоро	Sándor/R
Шандоров	Sándor/R
Шандорт	Sándor/R
Шандорф	Sándor/R
Шандор-Ференц	Sándor-Ferenc/R
Шандор-Френц-Шандор	Sándor-Ferenc-Sándor/R
Шандор-Шамуель	Sándor-Sámuel/R
Шандор-Янош	Sándor-János/R
Шандор-Януш	Sándor-János/R
Шандос	Sándor/R
Шандох	Sándor/R
Шандрон	Sándor/R
Шандрор	Sándor/R
Шандрош	Sándor/R
Шандрур	Sándor/R
Шанду	Sándor/R
Шандуар	Sándor/R
Шандуней	Sándorné/R
Шандуо	Sándor/R
Шандур-Антол	Sándor-Antal/R
Шандурней	Sándorné/R
Шандурны	Sándorné/R
Шандуров	Sándor/R
Шандур-Онтол	Sándor-Antal/R
Шандыр	Sándor/R
Шандэр	Sándor/R
Шандюр	Sándor/R
Шанзор	Sándor/R
Шанндор	Sándor/R
Шанодар	Sándor/R
Шанодор	Sándor/R
Шанор	Sándor/R
Шанудор	Sándor/R
Шаодор	Sándor/R
Шаондар	Sándor/R
Шапдар	Sándor/R
Шапдор	Sándor/R
Шаральта	Sarolta/R
Шардор	Sándor/R
Шаро	Sára/R
Шаролота	Sarolta/R
Шаролта-Иштваннэй	Sarolta-Istvánné/R
Шарольта	Sarolta/R
Шарорта	Sarolta/R
Шасмуел	Sámuel/R
Шатван	István/R
Шатдор	Sándor/R
Шаудор	Sándor/R
Шаумель	Sámuel/R
Шаумен	Sámuel/R
Шаумэль	Sámuel/R
Шаундор	Sándor/R
Шашдор	Sándor/R
Шбештен	Sebestyén/R
Швандор	Sándor/R
Шебалтин	Szebasztián;Sebestyén/R
Шебантин	Szebasztián;Sebestyén/R
Шебастьян	Szebasztián;Sebestyén/R
Шебаштан	Sebestyén/R
Шебеештян	Sebestyén/R
Шебейстиен	Szebasztián;Sebestyén/R
Шебемчин	Sebestyén/R
Шебентин	Sebestyén/R
Шебеньчиш	Sebestyén/R
Шебестан	Sebestyén/R
Шебестейм	Sebestyén/R
Шебести	Sebestyén/R
Шебестяс	Szebasztián;Sebestyén/R
Шебетин	Sebestyén/R
Шебетти	Sebestyén/R
Шебеттин	Sebestyén/R
Шебешади	Sebestyén/R
Шебешбин	Sebestyén/R
Шебешдин	Sebestyén/R
Шебешетен	Sebestyén/R
Шебештвен	Sebestyén/R
Шебештеан	Sebestyén/R
Шебештеин	Sebestyén/R
Шебештек	Sebestyén/R
Шебештели	Sebestyén/R
Шебештену	Sebestyén/R
Шебештенх	Sebestyén/R
Шебештеп	Sebestyén/R
Шебештиан	Sebestyén/R
Шебештил	Sebestyén/R
Шебештинен	Sebestyén/R
Шебештины	Sebestyén/R
Шебештиш	Sebestyén/R
Шебештым	Sebestyén/R
Шебешчен	Sebestyén/R
Шебешян	Sebestyén/R
Шебитень	Sebestyén/R
Шебоситана	Szebasztián;Sebestyén/R
Шебостян	Szebasztián;Sebestyén/R
Шебоштели	Sebestyén/R
Шебстен	Sebestyén/R
Шебштен	Sebestyén/R
Шебштин	Sebestyén/R
Шебштойн	Sebestyén/R
Шевастьян	Szebasztián;Sebestyén/R
Шевенитен	Sebestyén/R
Шевештин	Sebestyén/R
Шевостьянщ	Szebasztián;Sebestyén/R
Шевоштейн	Sebestyén/R
Шейтван	István/R
Шендар	Sándor/R
Шендур	Sándor/R
Шепешдин	Sebestyén/R
Шетван	István/R
Шиандор	Sándor/R
Шивадор	Tivadar/R
Шиван	István/R
Шиводор	Tivadar/R
Шидмоид	Zsigmond/R
Шиитван	István/R
Шимоль	Simon/R
Шимон-Имре	Simon-Imre/R
Шимон-Ласло	Simon László/R
Шимон-Лоеш	Simon Lajos/R
Шимоноферец	Simon Ferenc/R
Шимон-Пал	Simon-Pál/R
Шитбан	István/R
Шитва	István/R
Шитваи	István/R
Шитвайн	István/R
Шитван	István/R
Шитвана	István;Istvánné/R
Шитвани	István;Istvánné/R
Шитванн	István;Istvánné/R
Шитвант	István;Istvánné/R
Шитвань	István;Istvánné/R
Шитвар	István/R
Шитвин	István/R
Шитвян	István/R
Шитован	István/R
Шиттван	István/R
Шитьван	István/R
Шихаль	Mihály/R
Шландор	Sándor/R
Шмитван	István/R
Шмре	Imre/R
Шобёбештён	Szebasztián;Sebestyén/R
Шобестя	Szebasztián;Sebestyén/R
Шобештен	Sebestyén/R
Шолотон	Salamon/R
Шомдор	Sándor/R
Шомоди	Somodi;Somody;Somogyi/R
Шомуело	Sámuel/R
Шондо	Sándor/R
Шорулто	Sarolta/R
Шотдор	Sándor/R
Штван	István/R
Штвон	István/R
Штейфан	István/R
Штепан	Sztyepan;István/R
Штефай	István/R
Штефал	István/R
Штефаль	István/R
Штефан	Stefan;Sztyepan;István/R
Штефан-Миклош	István-Miklós/R
Штефанов	István/R
Штефан-Пол	István-Pál/R
Штефант	István/R
Штешван	István/R
Шттван	István/R
Шумоди	Somodi;Somody;Somogyi/R
Шумуил	Sámuel/R
Шустер	Suszter/R
Шутваль	István/R
Шутван	István/R
Шутвван	István/R
Шутвол	István/R
Шутвон	István/R
Шштаван	István/R
Шштван	István/R
Шштвон	István/R
Шшшван	István/R
Шымуаль	Sámuel/R
Шытван	István/R
Шюндор	Sándor/R
Шяидор	Sándor/R
Шямуил	Sámuel/R
Шяндор	Sándor/R
Щендур	Sándor/R
Щитван	István/R
Эвва	Éva/R
Эвжибед	Erzsébet/R
Эгржебед	Erzsébet/R
Эгри	Egri/R
Эден	Ödön/R
Эдер	Ödön/R
Эдыт	Edit/R
Эдьед Янош	Egyed János/R
Эжеберт	Erzsébet/R
Эжев	József/R
Эжельберт	Erzsébet/R
Эжеф	József/R
Эжибет	Erzsébet/R
Эжичмону	Sigismund;Szigizmund;Zsigmond/R
Эзакиял	Ezékiel/R
Эзегмунд	Sigismund;Szigizmund;Zsigmond/R
Эзекиаш	Ezékiás/R
Эйва	Éva/R
Элаеш	Éliás;Illés/R
Эламейер	Elemér/R
Эланора	Eleonóra/R
Элежир	Elemér/R
Элёза	Eliza/R
Элейк	Elek/R
Элек-Имре	Elek-Imre/R
Элек-Иштван	Elek-István/R
Элек-Лаеш	Elek-Lajos/R
Элекний	Elekné/R
Элек-Элемер	Elek-Elemér/R
Элек-Янош	Elek-János/R
Элелемир	Elemér/R
Элемиер	Elemér/R
Элемиро	Elemér/R
Элемиэр	Elemér/R
Элемлер	Elemér/R
Элеммир	Elemér/R
Элемынр	Elemér/R
Элена	Elena;Heléna;Ilona/R
Элене	Elena;Heléna;Ilona/R
Эленора	Eleonóra/R
Элеонара	Eleonóra/R
Элеонари	Eleonóra/R
Элеонора	Eleonóra/R
Элжебер	Erzsébet/R
Элжебет	Erzsébet/R
Элиай	Éliás;Illés/R
Элибер	Olivér/R
Эливер	Olivér/R
(Элизабет)	(Elizabet;Erzsébet)/R
Элизабет	Elizabet;Erzsébet/R
Элизабета	Elizabet;Erzsébet/R
Элизавета	Elizabet;Erzsébet/R
Элизобета	Elizabet;Erzsébet/R
Элизовета	Elizabet;Erzsébet/R
Элимаер	Elemér/R
Элисибет	Elizabet;Erzsébet/R
Элияш	Éliás/R
Элламир	Elemér/R
Эллаш	Illés;Éliás/R
Эллемер	Elemér/R
Эллемир	Elemér/R
Эллемыр	Elemér/R
Эломер	Elemér/R
Эльвера	Elvira/R
Эльзиберт	Erzsébet/R
Эльмер	Elemér/R
Эльстер	Eszter/R
Элэк-Имре	Elek-Imre/R
Эма	Emma/R
Эмайдуцель	Emánuel;Immánuel;Mendel/R
Эмандел	Emánuel;Immánuel;Mendel/R
Эмандуэль	Emánuel;Immánuel;Mendel/R
Эмандэл	Emánuel;Immánuel;Mendel/R
Эманоел	Emánuel;Immánuel/R
Эманоил	Emánuel;Immánuel/R
Эмануеш	Emánuel;Immánuel/R
Эмануин	Emánuel;Immánuel/R
Эманули	Emánuel;Immánuel/R
Эмарих	Imre/R
Эмере	Imre/R
Эмери	Imre/R
Эмериг	Imre/R
Эмерии	Imre/R
Эмерих	Imre/R
Эмерих-Золтан	Imre-Zoltán/R
Эмериц	Imre/R
Эмилия	Emília/R
Эмма	Emma/R
Эммануил	Emánuel;Immánuel/R
Эммерих	Imre/R
Эммо	Emma/R
Эммрих	Imre/R
Эмо	Emma/R
Эмре	Imre/R
Эмри	Imre/R
Эмрих	Imre/R
Эмрэ	Imre/R
Эмюке	Emőke/R
Эндрас	András;Endre/R
Эндраш	András/R
Эндриас	András;Endre/R
Эндрио	Endre/R
Эндрис	Endre;András/R
Эндрию	Endre/R
Эндрс	Endre/R
Эндря	Endre/R
Энив	Jenő/R
Энне	Anna/R
Энрде	Endre/R
Энсибет	Erzsébet/R
Эожев	József/R
Эожеф	József/R
Эражбет	Erzsébet/R
Эрбибет	Erzsébet/R
Эрвенбет	Erzsébet/R
Эрвин-Эльмар	Ervin-Elemér/R
Эрвин-Янош	Ervin-János/R
Эргибеш	Erzsébet/R
Эргинбед	Erzsébet/R
Эргисбет	Erzsébet/R
Эрдеи-Георг	Erdei György/R
Эрджебес	Erzsébet/R
Эрджибет	Erzsébet/R
Эремиар	Jeremiás/R
Эремияш	Jeremiás/R
Эржабед	Erzsébet/R
Эржабет	Erzsébet/R
Эржабета	Erzsébet/R
Эржбед	Erzsébet/R
Эржбет	Erzsébet/R
Эржебат	Erzsébet/R
Эржебеа	Erzsébet/R
Эржебеги	Erzsébet/R
Эржебед	Erzsébet/R
Эржебеда	Erzsébet/R
Эржебез	Erzsébet/R
Эржебей	Erzsébet/R
Эржебейт	Erzsébet/R
Эржебек	Erzsébet/R
Эржебель	Erzsébet/R
Эржебеп	Erzsébet/R
Эржебер	Erzsébet/R
Эржеберд	Erzsébet/R
Эржеберт	Erzsébet/R
Эржебес	Erzsébet/R
(Эржебет)	(Erzsébet)/R
Эржебет	Erzsébet/R
Эржёбет	Erzsébet/R
Эржебета	Erzsébet/R
Эржебит	Erzsébet/R
Эржева	Erzsébet/R
Эржеват	Erzsébet/R
Эржевед	Erzsébet/R
Эржедет	Erzsébet/R
Эржежбет	Erzsébet/R
Эржейбай	Erzsébet/R
Эржейбат	Erzsébet/R
Эржейбет	Erzsébet/R
Эрженбет	Erzsébet/R
Эржесбот	Erzsébet/R
Эржета	Erzsébet/R
Эржи	Erzsébet/R
Эржиба	Erzsébet/R
Эржибад	Erzsébet/R
Эржибай	Erzsébet/R
Эржибат	Erzsébet/R
Эржибвет	Erzsébet/R
Эржибе	Erzsébet/R
Эржибеб	Erzsébet/R
Эржибед	Erzsébet/R
Эржибей	Erzsébet/R
Эржибен	Erzsébet/R
Эржибер	Erzsébet/R
Эржиберд	Erzsébet/R
Эржиберк	Erzsébet/R
Эржиберт	Erzsébet/R
(Эржибет)	(Erzsébet)/R
Эржибет	Erzsébet/R
Эржибета	Erzsébet/R
Эржибете	Erzsébet/R
Эржибет-Териз	Erzsébet-Teréz/R
Эржибеш	Erzsébet/R
Эржибий	Erzsébet/R
Эржибит	Erzsébet/R
Эржиблит	Erzsébet/R
Эржибот	Erzsébet/R
Эрживед	Erzsébet/R
Эрживет	Erszébet/R
Эрживий	Erzsébet/R
Эрживст	Erzsébet/R
Эржигет	Erzsébet/R
Эржийбет	Erzsébet/R
Эржийет	Erzsébet/R
Эржирберт	Erzsébet/R
Эржихет	Erzsébet/R
Эржльбат	Erzsébet/R
Эржыбет	Erzsébet/R
Эржьбет	Erzsébet/R
Эрзибет	Erzsébet/R
Эрибет	Erzsébet/R
Эрижбет	Erzsébet/R
Эризабет	Elizabet;Erzsébet/R
Эримбет	Erzsébet/R
Эрисбат	Erzsébet/R
Эрисибет	Erzsébet/R
Эришбет	Erzsébet/R
Эрнö	Ernő/R
Эрней	Ernő/R
Эрне-Тибор	Ernő-Tibor/R
Эрноё	Ernő/R
Эрно-Золтан	Ernő-Zoltán/R
Эрной	Ernő/R
Эрно-Лоюш	Ernő-Lajos/R
Эрноу	Ernő/R
Эрною	Ernő/R
Эрнуй	Ernő/R
Эрнуш	Ernő/R
Эрную	Ernő/R
Эрншбед	Erzsébet/R
Эрншбет	Erzsébet/R
Эрнӭ	Ernő/R
Эрнэю	Ernő/R
Эрнюй	Ernő/R
Эромбет	Erzsébet/R
Эромиаш	Jeremiás/R
Эрпо	Ernő/R
Эрсобет	Erzsébet/R
Эрстибот	Erzsébet/R
Эртебет	Erzsébet/R
Эртибед	Erzsébet/R
Эртибет	Erzsébet/R
Эртибетш	Erzsébet/R
Эртибит	Erzsébet/R
Эртсибет	Erzsébet/R
Эрусибет	Erzsébet/R
Эрушберт	Erzsébet/R
Эрушбет	Erzsébet/R
Эршабет	Erzsébet/R
Эршбет	Erzsébet/R
Эршебат	Erzsébet/R
Эршебет	Erzsébet/R
Эршебета	Erzsébet/R
Эршебол	Erzsébet/R
Эршеболь	Erzsébet/R
Эршевет	Erzsébet/R
Эршибед	Erzsébet/R
Эршибель	Erzsébet/R
Эршиберт	Erzsébet/R
Эршибет	Erzsébet/R
Эршиввер	Erzsébet/R
Эрэшбет	Erzsébet/R
Эстван	István/R
Эстери	Eszter/R
Эстеф	Eszter/R
Эстофан-Пауль	István-Pál/R
Эсттер	Eszter/R
Этелка	Etelka/R
Этелко	Etelka/R
Этелку	Etelka/R
Этелька	Etelka/R
Этелько	Etelka/R
Этэлка	Etelka/R
Эужев	József/R
Эужеф	József/R
Эузеф	József/R
Эшван	István/R
Эштван	István/R
Юазеф	József/R
Юанош	János/R
Юахим	Joakim;Joachim/R
Ювже	József/R
Ювжев	József/R
Ювжет	József/R
Ювжеф	József/R
Ювжефт	József/R
Ювжех	Jószef/R
Ювжиф	József/R
Ювжоф	József/R
Ювзеф	József/R
Ювсеф	József/R
Юган	Johann;János/R
Югас-Пал	Juhász Pál/R
Югас-Пол	Juhász Pál/R
Юджев	József/R
Юджеф	József/R
Юдит	Judit/R
Юежев	József/R
Юежеф	József/R
Юезиф	József/R
Юже	József/R
Южев-Лукач	József-Lukács/R
Южеев	József/R
Южееф	József/R
Южер	József/R
Южеф	József/R
Южефв	József/R
Южефис	József/R
Южефит	József/R
Южефич	József/R
Южеф-Иштван	József-István/R
Южеф-Йожеф	József/R
Южефл	József/R
Южефна	Józsefné/R
Южефне	Józsefné/R
Южефней	Józsefné/R
Южефне-Мария	Józsefné-Mária/R
Южефне-Терец	Józsefné-Teréz/R
Южефни	Józsefné/R
Южефний	Józsefné/R
Южефны	Józsefné/R
Южефт	József/R
Южефш	József/R
Южеф-Шандор	József-Sándor/R
Южеф (Юзеф	József/R
Южифне	Józsefné/R
Южов	József/R
Южоф	József/R
Южыф	József/R
Юз	József/R
Юзевф	József/R
Юзер	József/R
Юзеф	József/R
Юзефв	József/R
Юзеф Виктор	József-Viktor/R
Юзеф-Габур	József-Gábor/R
Юзеф-Гаспар	József-Gáspár/R
Юзеф-Давид	József-Dávid/R
Юзеф-Золден	József-Zoltán/R
Юзефина	Jozefina/R
Юзеф-Лаюш	József-Lajos/R
Юзефна	Jószefné/R
Юзефне	Józsefné/R
Юзефни	Józsefné/R
Юзефны	Józsefné/R
Юзефов	József/R
Юзефс	József/R
Юзеф Ференц	József-Ferenc/R
